"","CLAVE_MUNICIPIO","MUNICIPIO","CLAVE_ENTIDAD","id","x","lat","lon","nom_ent","estado_acronimo"
"717",42,"IXTLAHUACA",15,"IXTLAHUACA","15 42",19.58985,-99.80696,"MÉXICO","MC"
"718",43,"XALATLACO",15,"XALATLACO","15 43",19.16525,-99.35927,"MÉXICO","MC"
"719",44,"JALTENCO",15,"JALTENCO","15 44",19.73872,-99.08893,"MÉXICO","MC"
"720",45,"JILOTEPEC",15,"JILOTEPEC","15 45",20.0191,-99.59657,"MÉXICO","MC"
"721",46,"JILOTZINGO",15,"JILOTZINGO","15 46",19.50605,-99.39044,"MÉXICO","MC"
"722",47,"JIQUIPILCO",15,"JIQUIPILCO","15 47",19.58604,-99.6416,"MÉXICO","MC"
"723",48,"JOCOTITLÁN",15,"JOCOTITLÁN","15 48",19.71733,-99.82348,"MÉXICO","MC"
"724",49,"JOQUICINGO",15,"JOQUICINGO","15 49",19.06757,-99.51448,"MÉXICO","MC"
"725",50,"JUCHITEPEC",15,"JUCHITEPEC","15 50",19.09359,-98.90408,"MÉXICO","MC"
"726",51,"LERMA",15,"LERMA","15 51",19.34507,-99.47486,"MÉXICO","MC"
"727",52,"MALINALCO",15,"MALINALCO","15 52",18.88192,-99.48564,"MÉXICO","MC"
"728",53,"MELCHOR OCAMPO",15,"MELCHOR OCAMPO","15 53",19.70965,-99.13355,"MÉXICO","MC"
"729",54,"METEPEC",15,"METEPEC","15 54",19.24739,-99.58837,"MÉXICO","MC"
"730",55,"MEXICALTZINGO",15,"MEXICALTZINGO","15 55",19.21125,-99.58402,"MÉXICO","MC"
"731",56,"MORELOS",15,"MORELOS","15 56",19.74344,-99.64177,"MÉXICO","MC"
"732",57,"NAUCALPAN DE JUÁREZ",15,"NAUCALPAN DE JUÁREZ","15 57",19.47125,-99.29261,"MÉXICO","MC"
"733",58,"NEZAHUALCÓYOTL",15,"NEZAHUALCÓYOTL","15 58",19.42258,-99.0227,"MÉXICO","MC"
"734",59,"NEXTLALPAN",15,"NEXTLALPAN","15 59",19.72994,-99.07452,"MÉXICO","MC"
"735",60,"NICOLÁS ROMERO",15,"NICOLÁS ROMERO","15 60",19.62497,-99.39173,"MÉXICO","MC"
"736",61,"NOPALTEPEC",15,"NOPALTEPEC","15 61",19.81231,-98.71709,"MÉXICO","MC"
"737",62,"OCOYOACAC",15,"OCOYOACAC","15 62",19.25947,-99.40664,"MÉXICO","MC"
"738",63,"OCUILAN",15,"OCUILAN","15 63",19.00923,-99.39642,"MÉXICO","MC"
"739",64,"EL ORO",15,"EL ORO","15 64",19.79882,-100.07549,"MÉXICO","MC"
"740",65,"OTUMBA",15,"OTUMBA","15 65",19.65602,-98.73839,"MÉXICO","MC"
"741",66,"OTZOLOAPAN",15,"OTZOLOAPAN","15 66",19.10803,-100.31895,"MÉXICO","MC"
"742",67,"OTZOLOTEPEC",15,"OTZOLOTEPEC","15 67",19.45064,-99.52729,"MÉXICO","MC"
"743",68,"OZUMBA",15,"OZUMBA","15 68",19.02189,-98.80962,"MÉXICO","MC"
"744",69,"PAPALOTLA",15,"PAPALOTLA","15 69",19.55988,-98.85786,"MÉXICO","MC"
"745",70,"LA PAZ",15,"LA PAZ","15 70",19.36102,-98.9477,"MÉXICO","MC"
"746",71,"POLOTITLÁN",15,"POLOTITLÁN","15 71",20.22408,-99.83168,"MÉXICO","MC"
"747",72,"RAYÓN",15,"RAYÓN","15 72",19.13888,-99.56708,"MÉXICO","MC"
"748",73,"SAN ANTONIO LA ISLA",15,"SAN ANTONIO LA ISLA","15 73",19.16888,-99.55129,"MÉXICO","MC"
"749",74,"SAN FELIPE DEL PROGRESO",15,"SAN FELIPE DEL PROGRESO","15 74",19.65322,-99.98252,"MÉXICO","MC"
"750",75,"SAN MARTÍN DE LAS PIRÁMIDES",15,"SAN MARTÍN DE LAS PIRÁMIDES","15 75",19.71977,-98.83219,"MÉXICO","MC"
"751",76,"SAN MATEO ATENCO",15,"SAN MATEO ATENCO","15 76",19.26553,-99.53969,"MÉXICO","MC"
"752",77,"SAN SIMÓN DE GUERRERO",15,"SAN SIMÓN DE GUERRERO","15 77",18.98005,-100.03687,"MÉXICO","MC"
"753",78,"SANTO TOMÁS",15,"SANTO TOMÁS","15 78",19.17969,-100.29981,"MÉXICO","MC"
"754",79,"SOYANIQUILPAN DE JUÁREZ",15,"SOYANIQUILPAN DE JUÁREZ","15 79",20.05181,-99.51387,"MÉXICO","MC"
"755",80,"SULTEPEC",15,"SULTEPEC","15 80",18.73462,-99.9892,"MÉXICO","MC"
"756",81,"TECÁMAC",15,"TECÁMAC","15 81",19.70584,-98.98651,"MÉXICO","MC"
"757",82,"TEJUPILCO",15,"TEJUPILCO","15 82",18.8738,-100.21309,"MÉXICO","MC"
"758",83,"TEMAMATLA",15,"TEMAMATLA","15 83",19.18893,-98.88378,"MÉXICO","MC"
"759",84,"TEMASCALAPA",15,"TEMASCALAPA","15 84",19.81912,-98.88107,"MÉXICO","MC"
"760",85,"TEMASCALCINGO",15,"TEMASCALCINGO","15 85",19.92126,-100.037,"MÉXICO","MC"
"761",86,"TEMASCALTEPEC",15,"TEMASCALTEPEC","15 86",19.08136,-99.99659,"MÉXICO","MC"
"762",87,"TEMOAYA",15,"TEMOAYA","15 87",19.48496,-99.60247,"MÉXICO","MC"
"763",88,"TENANCINGO",15,"TENANCINGO","15 88",18.96702,-99.56922,"MÉXICO","MC"
"764",89,"TENANGO DEL AIRE",15,"TENANGO DEL AIRE","15 89",19.15164,-98.87015,"MÉXICO","MC"
"765",90,"TENANGO DEL VALLE",15,"TENANGO DEL VALLE","15 90",19.08166,-99.62926,"MÉXICO","MC"
"766",91,"TEOLOYUCAN",15,"TEOLOYUCAN","15 91",19.76221,-99.16818,"MÉXICO","MC"
"767",92,"TEOTIHUACÁN",15,"TEOTIHUACÁN","15 92",19.68632,-98.87066,"MÉXICO","MC"
"768",93,"TEPETLAOXTOC",15,"TEPETLAOXTOC","15 93",19.56938,-98.76547,"MÉXICO","MC"
"769",94,"TEPETLIXPA",15,"TEPETLIXPA","15 94",19.00994,-98.84128,"MÉXICO","MC"
"770",95,"TEPOTZOTLÁN",15,"TEPOTZOTLÁN","15 95",19.72521,-99.30619,"MÉXICO","MC"
"771",96,"TEQUIXQUIAC",15,"TEQUIXQUIAC","15 96",19.90465,-99.14959,"MÉXICO","MC"
"772",97,"TEXCALTITLÁN",15,"TEXCALTITLÁN","15 97",18.93956,-99.9393,"MÉXICO","MC"
"773",98,"TEXCALYACAC",15,"TEXCALYACAC","15 98",19.12964,-99.50643,"MÉXICO","MC"
"774",99,"TEXCOCO",15,"TEXCOCO","15 99",19.47162,-98.82779,"MÉXICO","MC"
"775",100,"TEZOYUCA",15,"TEZOYUCA","15 100",19.59687,-98.93101,"MÉXICO","MC"
"776",101,"TIANGUISTENCO",15,"TIANGUISTENCO","15 101",19.1623,-99.43216,"MÉXICO","MC"
"777",102,"TIMILPAN",15,"TIMILPAN","15 102",19.89635,-99.71804,"MÉXICO","MC"
"778",103,"TLALMANALCO",15,"TLALMANALCO","15 103",19.2089,-98.73197,"MÉXICO","MC"
"779",104,"TLALNEPANTLA DE BAZ",15,"TLALNEPANTLA DE BAZ","15 104",19.54275,-99.17015,"MÉXICO","MC"
"780",105,"TLATLAYA",15,"TLATLAYA","15 105",18.54448,-100.25708,"MÉXICO","MC"
"781",106,"TOLUCA",15,"TOLUCA","15 106",19.29709,-99.66641,"MÉXICO","MC"
"782",107,"TONATICO",15,"TONATICO","15 107",18.7809,-99.63756,"MÉXICO","MC"
"783",108,"TULTEPEC",15,"TULTEPEC","15 108",19.67931,-99.11965,"MÉXICO","MC"
"784",109,"TULTITLÁN",15,"TULTITLÁN","15 109",19.62621,-99.14529,"MÉXICO","MC"
"785",110,"VALLE DE BRAVO",15,"VALLE DE BRAVO","15 110",19.17777,-100.12195,"MÉXICO","MC"
"786",111,"VILLA DE ALLENDE",15,"VILLA DE ALLENDE","15 111",19.38724,-100.13756,"MÉXICO","MC"
"787",112,"VILLA DEL CARBÓN",15,"VILLA DEL CARBÓN","15 112",19.72106,-99.47843,"MÉXICO","MC"
"788",113,"VILLA GUERRERO",15,"VILLA GUERRERO","15 113",18.9743,-99.68773,"MÉXICO","MC"
"789",114,"VILLA VICTORIA",15,"VILLA VICTORIA","15 114",19.44275,-99.99213,"MÉXICO","MC"
"790",115,"XONACATLÁN",15,"XONACATLÁN","15 115",19.43695,-99.4676,"MÉXICO","MC"
"791",116,"ZACAZONAPAN",15,"ZACAZONAPAN","15 116",19.06083,-100.25611,"MÉXICO","MC"
"792",117,"ZACUALPAN",15,"ZACUALPAN","15 117",18.71582,-99.81281,"MÉXICO","MC"
"793",118,"ZINACANTEPEC",15,"ZINACANTEPEC","15 118",19.2154,-99.7977,"MÉXICO","MC"
"794",119,"ZUMPAHUACÁN",15,"ZUMPAHUACÁN","15 119",18.80012,-99.55409,"MÉXICO","MC"
"795",120,"ZUMPANGO",15,"ZUMPANGO","15 120",19.80911,-99.07182,"MÉXICO","MC"
"796",121,"CUAUTITLÁN IZCALLI",15,"CUAUTITLÁN IZCALLI","15 121",19.65457,-99.22519,"MÉXICO","MC"
"797",122,"VALLE DE CHALCO SOLIDARIDAD",15,"VALLE DE CHALCO SOLIDARIDAD","15 122",19.27639,-98.94836,"MÉXICO","MC"
"798",123,"LUVIANOS",15,"LUVIANOS","15 123",18.94082,-100.40648,"MÉXICO","MC"
"799",124,"SAN JOSÉ DEL RINCÓN",15,"SAN JOSÉ DEL RINCÓN","15 124",19.6196,-100.14533,"MÉXICO","MC"
"800",125,"TONANITLA",15,"TONANITLA","15 125",19.68184,-99.05837,"MÉXICO","MC"
"801",999,"NO ESPECIFICADO",15,"NO ESPECIFICADO","15 999",NA,NA,"MÉXICO","MC"
"802",1,"ACUITZIO",16,"ACUITZIO","16 1",19.46583,-101.34,"MICHOACÁN DE OCAMPO","MN"
"803",2,"AGUILILLA",16,"AGUILILLA","16 2",18.77774,-102.76109,"MICHOACÁN DE OCAMPO","MN"
"804",3,"ÁLVARO OBREGÓN",16,"ÁLVARO OBREGÓN","16 3",19.87354,-101.02176,"MICHOACÁN DE OCAMPO","MN"
"805",4,"ANGAMACUTIRO",16,"ANGAMACUTIRO","16 4",20.13891,-101.72776,"MICHOACÁN DE OCAMPO","MN"
"806",5,"ANGANGUEO",16,"ANGANGUEO","16 5",19.62923,-100.29853,"MICHOACÁN DE OCAMPO","MN"
"807",6,"APATZINGÁN",16,"APATZINGÁN","16 6",18.93817,-102.42332,"MICHOACÁN DE OCAMPO","MN"
"808",7,"APORO",16,"APORO","16 7",19.66198,-100.39543,"MICHOACÁN DE OCAMPO","MN"
"809",8,"AQUILA",16,"AQUILA","16 8",18.37424,-103.23584,"MICHOACÁN DE OCAMPO","MN"
"810",9,"ARIO",16,"ARIO","16 9",19.15631,-101.70667,"MICHOACÁN DE OCAMPO","MN"
"811",10,"ARTEAGA",16,"ARTEAGA","16 10",18.36407,-102.27069,"MICHOACÁN DE OCAMPO","MN"
"812",11,"BRISEÑAS",16,"BRISEÑAS","16 11",20.23754,-102.5898,"MICHOACÁN DE OCAMPO","MN"
"813",12,"BUENAVISTA",16,"BUENAVISTA","16 12",19.20388,-102.58387,"MICHOACÁN DE OCAMPO","MN"
"814",13,"CARÁCUARO",16,"CARÁCUARO","16 13",18.96883,-101.03631,"MICHOACÁN DE OCAMPO","MN"
"815",14,"COAHUAYANA",16,"COAHUAYANA","16 14",18.74281,-103.61538,"MICHOACÁN DE OCAMPO","MN"
"816",15,"COALCOMÁN DE VÁZQUEZ PALLARES",16,"COALCOMÁN DE VÁZQUEZ PALLARES","16 15",18.67965,-103.08597,"MICHOACÁN DE OCAMPO","MN"
"817",16,"COENEO",16,"COENEO","16 16",19.79529,-101.62725,"MICHOACÁN DE OCAMPO","MN"
"818",17,"CONTEPEC",16,"CONTEPEC","16 17",19.95931,-100.20759,"MICHOACÁN DE OCAMPO","MN"
"819",18,"COPÁNDARO",16,"COPÁNDARO","16 18",19.91628,-101.2214,"MICHOACÁN DE OCAMPO","MN"
"820",19,"COTIJA",16,"COTIJA","16 19",19.75908,-102.69996,"MICHOACÁN DE OCAMPO","MN"
"821",20,"CUITZEO",16,"CUITZEO","16 20",19.98059,-101.11182,"MICHOACÁN DE OCAMPO","MN"
"822",21,"CHARAPAN",16,"CHARAPAN","16 21",19.69242,-102.22797,"MICHOACÁN DE OCAMPO","MN"
"823",22,"CHARO",16,"CHARO","16 22",19.66891,-101.01331,"MICHOACÁN DE OCAMPO","MN"
"824",23,"CHAVINDA",16,"CHAVINDA","16 23",20.04403,-102.44671,"MICHOACÁN DE OCAMPO","MN"
"825",24,"CHERÁN",16,"CHERÁN","16 24",19.73462,-101.98974,"MICHOACÁN DE OCAMPO","MN"
"826",25,"CHILCHOTA",16,"CHILCHOTA","16 25",19.81335,-102.10117,"MICHOACÁN DE OCAMPO","MN"
"827",26,"CHINICUILA",16,"CHINICUILA","16 26",18.7639,-103.40894,"MICHOACÁN DE OCAMPO","MN"
"828",27,"CHUCÁNDIRO",16,"CHUCÁNDIRO","16 27",19.89695,-101.36219,"MICHOACÁN DE OCAMPO","MN"
"829",28,"CHURINTZIO",16,"CHURINTZIO","16 28",20.12889,-102.07803,"MICHOACÁN DE OCAMPO","MN"
"830",29,"CHURUMUCO",16,"CHURUMUCO","16 29",18.68924,-101.61623,"MICHOACÁN DE OCAMPO","MN"
"831",30,"ECUANDUREO",16,"ECUANDUREO","16 30",20.15556,-102.24342,"MICHOACÁN DE OCAMPO","MN"
"832",31,"EPITACIO HUERTA",16,"EPITACIO HUERTA","16 31",20.14734,-100.28934,"MICHOACÁN DE OCAMPO","MN"
"833",32,"ERONGARÍCUARO",16,"ERONGARÍCUARO","16 32",19.61979,-101.72521,"MICHOACÁN DE OCAMPO","MN"
"834",33,"GABRIEL ZAMORA",16,"GABRIEL ZAMORA","16 33",19.15882,-102.00714,"MICHOACÁN DE OCAMPO","MN"
"835",34,"HIDALGO",16,"HIDALGO","16 34",19.6126,-100.6779,"MICHOACÁN DE OCAMPO","MN"
"836",35,"LA HUACANA",16,"LA HUACANA","16 35",18.84196,-101.92116,"MICHOACÁN DE OCAMPO","MN"
"837",36,"HUANDACAREO",16,"HUANDACAREO","16 36",19.99613,-101.27777,"MICHOACÁN DE OCAMPO","MN"
"838",37,"HUANIQUEO",16,"HUANIQUEO","16 37",19.89195,-101.49648,"MICHOACÁN DE OCAMPO","MN"
"839",38,"HUETAMO",16,"HUETAMO","16 38",18.65387,-101.10506,"MICHOACÁN DE OCAMPO","MN"
"840",39,"HUIRAMBA",16,"HUIRAMBA","16 39",19.52154,-101.45706,"MICHOACÁN DE OCAMPO","MN"
"841",40,"INDAPARAPEO",16,"INDAPARAPEO","16 40",19.76602,-100.94216,"MICHOACÁN DE OCAMPO","MN"
"842",41,"IRIMBO",16,"IRIMBO","16 41",19.7168,-100.468,"MICHOACÁN DE OCAMPO","MN"
"843",42,"IXTLÁN",16,"IXTLÁN","16 42",20.15136,-102.40572,"MICHOACÁN DE OCAMPO","MN"
"844",43,"JACONA",16,"JACONA","16 43",19.93494,-102.316,"MICHOACÁN DE OCAMPO","MN"
"845",44,"JIMÉNEZ",16,"JIMÉNEZ","16 44",19.92683,-101.70439,"MICHOACÁN DE OCAMPO","MN"
"846",45,"JIQUILPAN",16,"JIQUILPAN","16 45",19.9775,-102.75341,"MICHOACÁN DE OCAMPO","MN"
"847",46,"JUÁREZ",16,"JUÁREZ","16 46",19.29282,-100.46018,"MICHOACÁN DE OCAMPO","MN"
"848",47,"JUNGAPEO",16,"JUNGAPEO","16 47",19.43334,-100.51869,"MICHOACÁN DE OCAMPO","MN"
"849",48,"LAGUNILLAS",16,"LAGUNILLAS","16 48",19.578,-101.41119,"MICHOACÁN DE OCAMPO","MN"
"850",49,"MADERO",16,"MADERO","16 49",19.34247,-101.17022,"MICHOACÁN DE OCAMPO","MN"
"851",50,"MARAVATÍO",16,"MARAVATÍO","16 50",19.88944,-100.42895,"MICHOACÁN DE OCAMPO","MN"
"852",51,"MARCOS CASTELLANOS",16,"MARCOS CASTELLANOS","16 51",20.04482,-102.96783,"MICHOACÁN DE OCAMPO","MN"
"853",52,"LÁZARO CÁRDENAS",16,"LÁZARO CÁRDENAS","16 52",18.08854,-102.37511,"MICHOACÁN DE OCAMPO","MN"
"854",53,"MORELIA",16,"MORELIA","16 53",19.66658,-101.27912,"MICHOACÁN DE OCAMPO","MN"
"855",54,"MORELOS",16,"MORELOS","16 54",19.98983,-101.443,"MICHOACÁN DE OCAMPO","MN"
"856",55,"MÚGICA",16,"MÚGICA","16 55",18.9711,-102.1238,"MICHOACÁN DE OCAMPO","MN"
"857",56,"NAHUATZEN",16,"NAHUATZEN","16 56",19.64518,-101.87955,"MICHOACÁN DE OCAMPO","MN"
"858",57,"NOCUPÉTARO",16,"NOCUPÉTARO","16 57",19.09349,-101.21593,"MICHOACÁN DE OCAMPO","MN"
"859",58,"NUEVO PARANGARICUTIRO",16,"NUEVO PARANGARICUTIRO","16 58",19.40824,-102.19573,"MICHOACÁN DE OCAMPO","MN"
"860",59,"NUEVO URECHO",16,"NUEVO URECHO","16 59",19.15912,-101.86368,"MICHOACÁN DE OCAMPO","MN"
"861",60,"NUMARÁN",16,"NUMARÁN","16 60",20.25068,-101.95975,"MICHOACÁN DE OCAMPO","MN"
"862",61,"OCAMPO",16,"OCAMPO","16 61",19.57718,-100.33277,"MICHOACÁN DE OCAMPO","MN"
"863",62,"PAJACUARÁN",16,"PAJACUARÁN","16 62",20.14516,-102.52574,"MICHOACÁN DE OCAMPO","MN"
"864",63,"PANINDÍCUARO",16,"PANINDÍCUARO","16 63",20.00174,-101.78165,"MICHOACÁN DE OCAMPO","MN"
"865",64,"PARÁCUARO",16,"PARÁCUARO","16 64",19.06206,-102.21229,"MICHOACÁN DE OCAMPO","MN"
"866",65,"PARACHO",16,"PARACHO","16 65",19.65413,-102.07105,"MICHOACÁN DE OCAMPO","MN"
"867",66,"PÁTZCUARO",16,"PÁTZCUARO","16 66",19.4945,-101.59902,"MICHOACÁN DE OCAMPO","MN"
"868",67,"PENJAMILLO",16,"PENJAMILLO","16 67",20.10384,-101.89561,"MICHOACÁN DE OCAMPO","MN"
"869",68,"PERIBÁN",16,"PERIBÁN","16 68",19.49529,-102.45261,"MICHOACÁN DE OCAMPO","MN"
"870",69,"LA PIEDAD",16,"LA PIEDAD","16 69",20.30558,-102.07231,"MICHOACÁN DE OCAMPO","MN"
"871",70,"PURÉPERO",16,"PURÉPERO","16 70",19.91072,-101.99201,"MICHOACÁN DE OCAMPO","MN"
"872",71,"PURUÁNDIRO",16,"PURUÁNDIRO","16 71",20.11571,-101.52803,"MICHOACÁN DE OCAMPO","MN"
"873",72,"QUERÉNDARO",16,"QUERÉNDARO","16 72",19.72648,-100.84677,"MICHOACÁN DE OCAMPO","MN"
"874",73,"QUIROGA",16,"QUIROGA","16 73",19.69518,-101.53867,"MICHOACÁN DE OCAMPO","MN"
"875",74,"COJUMATLÁN DE RÉGULES",16,"COJUMATLÁN DE RÉGULES","16 74",20.11195,-102.87923,"MICHOACÁN DE OCAMPO","MN"
"876",75,"LOS REYES",16,"LOS REYES","16 75",19.65284,-102.39534,"MICHOACÁN DE OCAMPO","MN"
"877",76,"SAHUAYO",16,"SAHUAYO","16 76",20.05514,-102.7663,"MICHOACÁN DE OCAMPO","MN"
"878",77,"SAN LUCAS",16,"SAN LUCAS","16 77",18.56726,-100.76288,"MICHOACÁN DE OCAMPO","MN"
"879",78,"SANTA ANA MAYA",16,"SANTA ANA MAYA","16 78",20.03925,-101.03889,"MICHOACÁN DE OCAMPO","MN"
"880",79,"SALVADOR ESCALANTE",16,"SALVADOR ESCALANTE","16 79",19.38121,-101.68808,"MICHOACÁN DE OCAMPO","MN"
"881",80,"SENGUIO",16,"SENGUIO","16 80",19.74618,-100.34233,"MICHOACÁN DE OCAMPO","MN"
"882",81,"SUSUPUATO",16,"SUSUPUATO","16 81",19.1912,-100.40687,"MICHOACÁN DE OCAMPO","MN"
"883",82,"TACÁMBARO",16,"TACÁMBARO","16 82",19.25484,-101.45202,"MICHOACÁN DE OCAMPO","MN"
"884",83,"TANCÍTARO",16,"TANCÍTARO","16 83",19.33114,-102.34701,"MICHOACÁN DE OCAMPO","MN"
"885",84,"TANGAMANDAPIO",16,"TANGAMANDAPIO","16 84",19.89025,-102.45365,"MICHOACÁN DE OCAMPO","MN"
"886",85,"TANGANCÍCUARO",16,"TANGANCÍCUARO","16 85",19.8726,-102.24868,"MICHOACÁN DE OCAMPO","MN"
"887",86,"TANHUATO",16,"TANHUATO","16 86",20.25925,-102.34178,"MICHOACÁN DE OCAMPO","MN"
"888",87,"TARETAN",16,"TARETAN","16 87",19.32931,-101.89511,"MICHOACÁN DE OCAMPO","MN"
"889",88,"TARÍMBARO",16,"TARÍMBARO","16 88",19.81644,-101.15753,"MICHOACÁN DE OCAMPO","MN"
"890",89,"TEPALCATEPEC",16,"TEPALCATEPEC","16 89",19.06823,-102.85833,"MICHOACÁN DE OCAMPO","MN"
"891",90,"TINGAMBATO",16,"TINGAMBATO","16 90",19.51389,-101.85065,"MICHOACÁN DE OCAMPO","MN"
"892",91,"TINGÜINDÍN",16,"TINGÜINDÍN","16 91",19.78673,-102.50042,"MICHOACÁN DE OCAMPO","MN"
"893",92,"TIQUICHEO DE NICOLÁS ROMERO",16,"TIQUICHEO DE NICOLÁS ROMERO","16 92",19.05718,-100.79538,"MICHOACÁN DE OCAMPO","MN"
"894",93,"TLALPUJAHUA",16,"TLALPUJAHUA","16 93",19.77989,-100.20658,"MICHOACÁN DE OCAMPO","MN"
"895",94,"TLAZAZALCA",16,"TLAZAZALCA","16 94",20.00592,-102.06088,"MICHOACÁN DE OCAMPO","MN"
"896",95,"TOCUMBO",16,"TOCUMBO","16 95",19.6464,-102.5937,"MICHOACÁN DE OCAMPO","MN"
"897",96,"TUMBISCATÍO",16,"TUMBISCATÍO","16 96",18.55027,-102.51005,"MICHOACÁN DE OCAMPO","MN"
"898",97,"TURICATO",16,"TURICATO","16 97",18.93208,-101.42212,"MICHOACÁN DE OCAMPO","MN"
"899",98,"TUXPAN",16,"TUXPAN","16 98",19.56833,-100.48788,"MICHOACÁN DE OCAMPO","MN"
"900",99,"TUZANTLA",16,"TUZANTLA","16 99",19.2218,-100.61795,"MICHOACÁN DE OCAMPO","MN"
"901",100,"TZINTZUNTZAN",16,"TZINTZUNTZAN","16 100",19.60995,-101.54953,"MICHOACÁN DE OCAMPO","MN"
"902",101,"TZITZIO",16,"TZITZIO","16 101",19.43162,-100.91401,"MICHOACÁN DE OCAMPO","MN"
"903",102,"URUAPAN",16,"URUAPAN","16 102",19.44364,-102.10565,"MICHOACÁN DE OCAMPO","MN"
"904",103,"VENUSTIANO CARRANZA",16,"VENUSTIANO CARRANZA","16 103",20.14306,-102.6662,"MICHOACÁN DE OCAMPO","MN"
"905",104,"VILLAMAR",16,"VILLAMAR","16 104",19.99376,-102.5864,"MICHOACÁN DE OCAMPO","MN"
"906",105,"VISTA HERMOSA",16,"VISTA HERMOSA","16 105",20.26622,-102.46983,"MICHOACÁN DE OCAMPO","MN"
"907",106,"YURÉCUARO",16,"YURÉCUARO","16 106",20.29927,-102.21951,"MICHOACÁN DE OCAMPO","MN"
"908",107,"ZACAPU",16,"ZACAPU","16 107",19.82414,-101.82787,"MICHOACÁN DE OCAMPO","MN"
"909",108,"ZAMORA",16,"ZAMORA","16 108",20.03298,-102.26407,"MICHOACÁN DE OCAMPO","MN"
"910",109,"ZINÁPARO",16,"ZINÁPARO","16 109",20.18248,-102.01155,"MICHOACÁN DE OCAMPO","MN"
"911",110,"ZINAPÉCUARO",16,"ZINAPÉCUARO","16 110",19.87071,-100.76929,"MICHOACÁN DE OCAMPO","MN"
"912",111,"ZIRACUARETIRO",16,"ZIRACUARETIRO","16 111",19.42853,-101.90904,"MICHOACÁN DE OCAMPO","MN"
"913",112,"ZITÁCUARO",16,"ZITÁCUARO","16 112",19.43823,-100.33795,"MICHOACÁN DE OCAMPO","MN"
"914",113,"JOSÉ SIXTO VERDUZCO",16,"JOSÉ SIXTO VERDUZCO","16 113",20.25692,-101.56693,"MICHOACÁN DE OCAMPO","MN"
"915",999,"NO ESPECIFICADO",16,"NO ESPECIFICADO","16 999",NA,NA,"MICHOACÁN DE OCAMPO","MN"
"916",1,"AMACUZAC",17,"AMACUZAC","17 1",18.59,-99.38668,"MORELOS","MS"
"917",2,"ATLATLAHUCAN",17,"ATLATLAHUCAN","17 2",18.93505,-98.8945,"MORELOS","MS"
"918",3,"AXOCHIAPAN",17,"AXOCHIAPAN","17 3",18.52524,-98.75211,"MORELOS","MS"
"919",4,"AYALA",17,"AYALA","17 4",18.71725,-98.97798,"MORELOS","MS"
"920",5,"COATLÁN DEL RÍO",17,"COATLÁN DEL RÍO","17 5",18.73183,-99.44578,"MORELOS","MS"
"921",6,"CUAUTLA",17,"CUAUTLA","17 6",18.83114,-98.95696,"MORELOS","MS"
"922",7,"CUERNAVACA",17,"CUERNAVACA","17 7",18.93889,-99.26304,"MORELOS","MS"
"923",8,"EMILIANO ZAPATA",17,"EMILIANO ZAPATA","17 8",18.81375,-99.1809,"MORELOS","MS"
"924",9,"HUITZILAC",17,"HUITZILAC","17 9",19.05759,-99.23663,"MORELOS","MS"
"925",10,"JANTETELCO",17,"JANTETELCO","17 10",18.6854,-98.76471,"MORELOS","MS"
"926",11,"JIUTEPEC",17,"JIUTEPEC","17 11",18.88519,-99.16646,"MORELOS","MS"
"927",12,"JOJUTLA",17,"JOJUTLA","17 12",18.58678,-99.22125,"MORELOS","MS"
"928",13,"JONACATEPEC DE LEANDRO VALLE",17,"JONACATEPEC DE LEANDRO VALLE","17 13",18.66376,-98.80941,"MORELOS","MS"
"929",14,"MAZATEPEC",17,"MAZATEPEC","17 14",18.6859,-99.36541,"MORELOS","MS"
"930",15,"MIACATLÁN",17,"MIACATLÁN","17 15",18.80296,-99.35518,"MORELOS","MS"
"931",16,"OCUITUCO",17,"OCUITUCO","17 16",18.88157,-98.78096,"MORELOS","MS"
"932",17,"PUENTE DE IXTLA",17,"PUENTE DE IXTLA","17 17",18.57779,-99.28567,"MORELOS","MS"
"933",18,"TEMIXCO",17,"TEMIXCO","17 18",18.84252,-99.27223,"MORELOS","MS"
"934",19,"TEPALCINGO",17,"TEPALCINGO","17 19",18.57478,-98.89425,"MORELOS","MS"
"935",20,"TEPOZTLÁN",17,"TEPOZTLÁN","17 20",18.9813,-99.10518,"MORELOS","MS"
"936",21,"TETECALA",17,"TETECALA","17 21",18.69275,-99.41239,"MORELOS","MS"
"937",22,"TETELA DEL VOLCÁN",17,"TETELA DEL VOLCÁN","17 22",18.90553,-98.7082,"MORELOS","MS"
"938",23,"TLALNEPANTLA",17,"TLALNEPANTLA","17 23",19.03871,-98.99024,"MORELOS","MS"
"939",24,"TLALTIZAPÁN DE ZAPATA",17,"TLALTIZAPÁN DE ZAPATA","17 24",18.70495,-99.10825,"MORELOS","MS"
"940",25,"TLAQUILTENANGO",17,"TLAQUILTENANGO","17 25",18.49913,-99.07473,"MORELOS","MS"
"941",26,"TLAYACAPAN",17,"TLAYACAPAN","17 26",18.95397,-98.97505,"MORELOS","MS"
"942",27,"TOTOLAPAN",17,"TOTOLAPAN","17 27",19.00044,-98.91803,"MORELOS","MS"
"943",28,"XOCHITEPEC",17,"XOCHITEPEC","17 28",18.7619,-99.23529,"MORELOS","MS"
"944",29,"YAUTEPEC",17,"YAUTEPEC","17 29",18.86995,-99.05093,"MORELOS","MS"
